,City,Date,NO,NO2,NOx,CO,SO2,O3,CO2,CH4,N2O,Traffic_Flow,Industrial_Output,Temperature,Humidity,Wind_Speed,Rainfall,Population_Density,Agriculture_Emissions,Energy_Consumption,Waste_Production,Public_Transport_Usage,Actionable_Insights,Recommendations
14318,Jaipur,2019-02-05,13.24,23.02,29.1,1.36,12.14,54.55,1.109,14.25,10.57,3424.0,140.7027608,34.94751855,61.72972558,13.27162778,5.758430492,1779.0,87.79415639996061,70.43575176200818,67.58687964487868,9.33929253429293,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14319,Jaipur,2019-02-06,14.61,25.39,32.37,1.31,11.4,44.72,1.09,12.76,9.27,1881.0,52.0727979,36.57400558,77.23916982,10.72311234,17.76966032,2628.0,7.983106656287342,29.381939957147285,81.37651894996502,23.590029141714965,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14320,Jaipur,2019-02-07,13.66,23.04,28.47,1.03,9.66,33.03,1.17,11.39,8.21,3627.0,63.4788645,36.70086897,37.78685461,13.40503526,13.58653767,3655.0,14.833918071971308,95.29570488998762,9.938651976092585,77.97418720963493,Promote energy-efficient practices.,Maintain current emission levels.
14321,Jaipur,2019-02-08,12.04,21.84,26.93,0.98,13.03,42.95,1.112,12.89,9.43,3511.0,51.80790341,21.15128383,43.49592385,2.606584055,6.894929033,6906.0,2.213327555811806,87.66268316137537,72.7458789350463,48.58324532610195,Promote energy-efficient practices.,Maintain current emission levels.
14322,Jaipur,2019-02-09,15.67,28.3,36.76,1.83,14.17,36.72,1.167,12.21,8.88,1708.0,141.2513749,36.80939101,50.47434552,8.15452757,13.16480303,4096.0,62.83363652986538,24.07467924156532,20.47547137078578,31.08591218527704,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14323,Jaipur,2019-02-10,19.94,38.73,52.19,1.69,10.68,42.35,1.323,10.56,7.92,3625.0,93.71413604,27.54295876,59.57378875,3.643744535,9.831846542,9716.0,58.237056315834856,48.91624732418269,7.18541724535956,84.94634164625204,No immediate action required,Maintain current emission levels.
14324,Jaipur,2019-02-11,16.33,34.07,42.81,1.26,9.57,48.86,1.554,23.3,13.64,536.0,86.14314249,36.41068694,83.0186754,3.129342153,10.38314684,7119.0,98.69036664352556,7.005566062555014,55.20774244590313,19.19104637766651,High humidity could trap pollutants; recommend monitoring air quality. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14325,Jaipur,2019-02-12,14.2,31.9,38.43,1.16,10.23,59.92,1.538,17.97,11.89,2328.0,53.58669434,34.68411712,77.79390982,13.09905021,1.960221283,1371.0,88.6932396317172,95.33088632672172,75.06111125973804,25.94831641365756,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14326,Jaipur,2019-02-13,13.56,30.14,35.96,1.19,14.76,64.44,1.857,16.53,11.64,3560.0,51.88999193,30.44585907,58.56852114,10.59473858,3.370453432,1028.0,41.08431774809097,57.27683277214559,54.67448654450371,77.67315084233745,Promote energy-efficient practices.,Maintain current emission levels.
14327,Jaipur,2019-02-14,14.43,33.57,40.18,1.08,10.92,44.74,1.865,15.21,11.03,3841.0,132.4030445,18.67986778,84.89184033,6.787655977,12.11452013,9335.0,37.1585840912535,24.520054592816543,93.15968739764467,2.7045096085751674,High humidity could trap pollutants; recommend monitoring air quality. | Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14328,Jaipur,2019-02-15,13.4,36.87,42.96,1.09,12.21,43.88,1.771,16.88,11.91,4441.0,61.05575011,39.82806138,39.04987873,7.450822705,18.93361904,9055.0,29.68520342799851,29.239931362387573,69.56663455660691,22.031357458420807,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14329,Jaipur,2019-02-16,13.32,37.37,43.88,1.09,14.24,45.13,1.915,15.37,11.0,1309.0,85.48603719,18.16417391,38.14785915,7.096306832,0.1408701703,3547.0,15.240692003788135,98.06563726298596,11.757482399549568,52.13331975377512,Promote energy-efficient practices.,Maintain current emission levels.
14330,Jaipur,2019-02-17,16.3,45.05,54.32,1.29,16.09,36.24,2.187,16.43,11.67,3572.0,50.62850028,36.820947,76.20149589,13.5443353,5.975723346,4875.0,13.808365660200906,61.56142918041977,93.4518194008747,91.50354158807112,Implement stricter emission controls. | Promote energy-efficient practices.,Maintain current emission levels.
14331,Jaipur,2019-02-18,14.52,37.21,44.16,1.23,13.54,33.95,2.18,17.19,12.69,4618.0,118.2182874,24.97307988,41.30465569,3.365988699,5.287383054,3567.0,13.228370800960542,42.06831241064037,15.288798245477164,26.58777465886699,Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14332,Jaipur,2019-02-19,13.28,34.29,39.19,0.91,13.62,38.75,2.44,15.83,11.34,2026.0,67.93191446,27.72269652,31.1652703,4.082144629,17.72357847,4120.0,11.411475718677854,49.98454617855381,75.82554435973934,21.30961385173139,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14333,Jaipur,2019-02-20,13.38,29.52,35.78,0.95,10.76,40.58,2.634,16.95,12.75,4019.0,52.71637546,34.66556414,80.53668578,4.110451597,8.180155631,2528.0,24.05120424055369,9.855007237734338,14.854367930308989,97.49164261947024,High humidity could trap pollutants; recommend monitoring air quality.,Maintain current emission levels.
14334,Jaipur,2019-02-21,12.99,29.71,35.85,0.9,11.13,43.64,3.107,16.19,11.68,995.0,89.6861621,35.65341301,64.76244632,9.352053252,10.05549987,4639.0,30.66686303131164,7.5022760072876,99.8580275799458,52.45147048847323,No immediate action required,Maintain current emission levels.
14335,Jaipur,2019-02-22,12.19,29.15,34.3,0.78,10.81,36.61,2.981,17.36,12.12,924.0,89.36302979,33.87931536,54.052855,11.08882795,8.334831811,8350.0,96.1578971038916,59.27077433003849,33.21875081265797,6.250876663244842,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14336,Jaipur,2019-02-23,12.59,33.33,38.14,0.8,15.47,49.95,4.057,19.01,12.67,3247.0,88.69947177,22.69168319,72.60274684,13.68827765,4.745785777,4831.0,57.84732510018857,51.200403644031645,49.592932206140674,27.64911182891935,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14337,Jaipur,2019-02-24,13.14,33.04,38.74,0.86,14.35,50.94,8.259,19.47,12.95,2565.0,70.53110892,20.83329075,67.7669193,13.32759346,4.084110251,8133.0,98.7595774513281,35.91531913034412,46.68375069847526,53.36621597051592,Reduce emissions from agriculture through better practices.,Maintain current emission levels.
14338,Jaipur,2019-02-25,13.83,32.96,40.3,0.96,12.61,47.6,6.305,19.29,12.45,2482.0,135.936054,33.35489584,39.49750157,6.605780972,16.5959743,1167.0,37.246694782567324,56.61139525113646,10.189720487566689,7.198267393526447,Consider stricter industrial emission regulations. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14339,Jaipur,2019-02-26,11.79,37.33,39.01,0.91,9.25,51.61,7.726,18.54,11.62,1968.0,134.6705057,20.42364101,52.58688211,14.63523829,19.31712237,1162.0,45.7626632589441,7.267594943717226,49.40149999945883,69.25516635907718,Consider stricter industrial emission regulations.,Maintain current emission levels.
14404,Jaipur,2019-05-02,12.57,28.55,35.71,0.9,13.99,75.58,4.235,53.8,15.88,1084.0,126.8521327,20.59204655,58.54738163,0.4972383643,5.739356477,6726.0,52.95630936483372,88.41892277997825,59.60426738597536,50.71511899330884,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
14405,Jaipur,2019-05-03,18.37,29.26,40.1,0.94,16.75,70.59,4.137,53.27,15.92,3362.0,87.24716613,28.00916551,72.97027757,0.1710863036,8.781264104,8058.0,2.9038782659774443,41.08214228582527,69.18786723440135,45.65752762350998,No immediate action required,Maintain current emission levels.
14406,Jaipur,2019-05-04,30.76,39.8,61.83,1.06,17.37,55.31,4.842,55.45,16.13,2120.0,55.27726843,28.35889673,87.52058269,4.340476698,8.85595341,9244.0,4.050068648191951,34.984626802415555,1.902975659439688,40.13111271484565,Implement stricter emission controls. | High humidity could trap pollutants; recommend monitoring air quality.,Maintain current emission levels.
14407,Jaipur,2019-05-05,36.14,51.14,71.14,1.51,14.56,42.79,5.302,57.36,16.38,3855.0,54.73770344,25.98634116,82.83375034,3.376292585,10.30755471,6323.0,61.26685297394794,12.408068097685598,59.09312536500241,84.98167236922626,Implement stricter emission controls. | High humidity could trap pollutants; recommend monitoring air quality. | Reduce emissions from agriculture through better practices.,Maintain current emission levels.
14408,Jaipur,2019-05-06,20.09,30.35,45.8,1.11,11.5,47.06,6.196,58.57,16.85,2849.0,94.34643331,32.70857933,45.30931892,4.923828818,5.121341553,4002.0,80.61118176584048,3.5189084540159787,51.79918353298887,27.06452669852736,Implement stricter emission controls. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14409,Jaipur,2019-05-07,21.43,29.0,43.39,0.94,10.27,34.89,6.906,60.13,17.08,3691.0,77.90475119,29.04013012,63.65591399,10.96622815,5.978566467,3101.0,43.77995312747736,29.74627774420788,59.40086396214447,59.74760591546209,Implement stricter emission controls.,Maintain current emission levels.
14410,Jaipur,2019-05-08,21.09,30.56,43.22,0.82,12.51,32.21,7.204,52.95,14.9,3707.0,126.6096994,15.88695237,77.78624515,12.4912858,1.67760926,4107.0,55.45806715356244,94.02833470822384,7.574405805568906,86.42149985142292,Implement stricter emission controls. | Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
14411,Jaipur,2019-05-09,13.19,24.98,32.23,0.7,9.94,42.76,7.444,51.24,14.71,3076.0,108.4215813,16.37425247,30.39955552,7.042034032,0.2139963431,7023.0,79.98294540499016,95.86134513336673,5.555837002227603,97.9001541906006,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
14412,Jaipur,2019-05-10,12.13,22.06,29.78,0.67,11.19,48.3,8.037,54.95,15.98,1031.0,63.4493528,24.05047892,72.39638489,13.01659216,16.58674037,9845.0,61.05061740418192,81.25193405762762,17.75443374484651,60.27516950097018,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
14413,Jaipur,2019-05-11,11.48,24.88,31.18,0.78,8.5,45.79,8.93,58.8,16.52,1731.0,100.2840351,32.32554694,67.26970576,4.258367055,1.457906189,5734.0,22.476023765881948,35.08248135198595,86.95006756571732,52.003631985368514,Consider stricter industrial emission regulations.,Maintain current emission levels.
14414,Jaipur,2019-05-12,9.32,23.53,28.2,0.71,11.87,65.43,10.043,55.87,15.65,2493.0,86.48694662,39.74880163,81.11899533,3.172489077,16.54598506,2439.0,61.30520258694786,14.36264328821112,35.64710683713186,84.05149661323897,High humidity could trap pollutants; recommend monitoring air quality. | Reduce emissions from agriculture through better practices.,Maintain current emission levels.
14415,Jaipur,2019-05-13,10.7,25.07,30.0,0.76,11.7,58.85,8.68,57.72,15.73,2197.0,135.0626824,23.64017339,69.79764655,8.105711185,0.3629761724,3369.0,62.82794590652136,59.55334756056793,43.40325508193248,18.844660682100965,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14416,Jaipur,2019-05-14,10.16,29.24,32.94,0.75,10.71,54.82,9.154,56.13,15.07,3870.0,85.59668645,34.21333866,46.72547363,9.705869428,19.90232583,1344.0,73.41069808811267,64.65050072061814,39.01662809041881,63.00157288258832,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
14417,Jaipur,2019-05-15,14.29,32.14,38.56,1.06,10.85,40.59,9.78,62.64,17.72,2045.0,70.61554684,18.68979248,42.76975226,9.623889716,11.27312285,3613.0,62.087418755680126,42.45735692456041,71.43701300660086,6.417798105830053,Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14418,Jaipur,2019-05-16,10.77,21.06,27.49,0.8,10.45,58.11,12.371,79.02,23.5,3665.0,143.2978153,39.69524872,58.37179833,2.362195723,14.02385804,6633.0,96.9242130458038,69.16467955586403,25.947555124449185,66.00184870008019,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
14419,Jaipur,2019-05-17,10.88,20.39,26.23,0.71,10.28,50.67,11.529,71.1,19.75,1937.0,146.6947008,29.18216671,89.93713306,5.632136799,11.20815048,1957.0,19.728830871706847,74.66818856517354,6.839335203028418,79.58092262720375,High humidity could trap pollutants; recommend monitoring air quality. | Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
14420,Jaipur,2019-05-18,10.79,22.44,28.28,0.84,12.03,57.26,12.78,73.79,20.01,870.0,67.64271852,22.09909083,32.93193806,9.993135419,13.47219633,7043.0,95.10906795670763,78.306166357478,37.81748934079646,6.301105133209884,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14421,Jaipur,2019-05-19,13.78,34.22,40.95,0.97,12.27,56.63,12.795,85.29,24.39,1116.0,68.91363057,37.84356547,86.72900427,10.37826816,12.04732095,2625.0,53.83394903500162,50.22981113575072,72.7835535187443,84.84205817617362,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices.,Maintain current emission levels.
14422,Jaipur,2019-05-20,14.34,34.77,41.72,0.94,11.71,51.82,9.722,71.83,19.39,4666.0,135.5787327,39.47166846,82.99527994,12.77248867,4.79104823,6368.0,67.1956140494912,79.16407775597334,91.49680313608953,12.335902260626186,High humidity could trap pollutants; recommend monitoring air quality. | Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14423,Jaipur,2019-05-21,11.25,31.07,37.44,0.84,11.47,47.92,10.155,80.71,22.93,4514.0,76.64398004,19.58036166,60.28317625,10.65704343,11.3511595,1888.0,9.946159745218983,2.5476426269456787,5.082156407888149,17.583370026402957,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14424,Jaipur,2019-05-22,10.51,28.17,33.18,0.78,12.09,41.22,13.084,84.87,24.38,4679.0,60.7023295,16.90524845,48.61072374,9.838070444,9.311264935,3891.0,38.0575941378107,68.04043667388696,81.04961208798348,83.64035358343271,Promote energy-efficient practices.,Maintain current emission levels.
14425,Jaipur,2019-05-23,14.63,23.3,34.02,0.75,11.13,45.0,15.068,70.81,20.58,2756.0,110.2096742,21.32785109,75.92235876,12.7939621,18.64269676,7528.0,76.93791464631727,23.563395705047984,6.618015495008455,12.47020331930132,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14426,Jaipur,2019-05-24,8.3,25.95,30.63,0.65,11.93,59.75,11.903,76.94,23.36,4854.0,121.3430348,26.93055266,57.16481481,8.687840766,12.41030541,2795.0,70.69110150989903,27.052029168765323,33.06606179174957,67.38552145504158,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices.,Maintain current emission levels.
14427,Jaipur,2019-05-25,7.88,30.78,34.41,0.61,11.43,70.81,12.944,76.37,23.56,3810.0,117.3324776,15.59958235,72.97491762,3.72383975,1.234950774,1537.0,4.013938816541018,9.130170660673231,2.2301528105472035,29.48142873805805,Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14428,Jaipur,2019-05-26,9.78,31.74,36.96,0.57,10.56,58.8,16.18,80.39,25.65,1431.0,102.9234815,29.74052599,49.39371957,2.067277436,1.892747294,9041.0,54.65942634972446,19.23922635931793,91.1541698957562,24.836506148716698,Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14429,Jaipur,2019-05-27,14.56,35.31,44.06,0.83,11.51,42.07,22.175,81.5,26.06,2829.0,80.47058777,34.38770341,51.03405949,6.133280024,7.508971821,6244.0,8.827819296840945,99.2008233002003,70.67889952001273,65.01545231851982,Promote energy-efficient practices.,Maintain current emission levels.
14430,Jaipur,2019-05-28,12.42,37.51,42.88,0.75,12.66,60.98,24.956,77.77,24.12,893.0,98.57115343,23.90368978,30.83858573,14.9915369,18.12071132,5363.0,99.58564291781624,41.53901305634753,36.9135232062541,10.676165207255773,Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14465,Jaipur,2019-07-02,5.97,26.0,26.2,0.71,9.48,51.98,1.055,5.09,3.91,4484.0,98.7726719,16.41087741,69.81728099,12.11818394,10.20396581,3691.0,34.04506955436057,23.00123400151646,90.6980313701082,35.44492022791476,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14466,Jaipur,2019-07-03,6.84,20.77,24.02,0.8,9.48,62.56,1.15,5.0,3.84,4387.0,139.8997222,38.00066253,53.93924812,9.190099897,1.180685582,8856.0,31.197154243242075,75.88310690354363,89.33849078683242,94.68001316264942,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
14467,Jaipur,2019-07-04,8.62,25.13,28.55,0.82,10.07,41.34,1.389,4.85,3.75,839.0,63.28612289,34.51354088,46.86445409,9.576210549,15.53525369,6286.0,90.59552097493824,73.03174167149425,88.30786232095753,79.58311588769322,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices.,Maintain current emission levels.
14468,Jaipur,2019-07-05,10.48,24.95,30.26,0.78,8.85,28.3,1.572,4.83,3.74,4281.0,92.93839187,39.46028637,78.10668042,1.786241676,11.87568539,4589.0,58.50998985449861,83.92088146288911,51.04097309119581,94.102985830881,Promote energy-efficient practices.,Maintain current emission levels.
14469,Jaipur,2019-07-06,13.16,26.64,35.44,0.78,10.32,19.56,1.619,4.82,3.72,4090.0,91.01309496,25.67620282,80.87325032,13.46559562,4.660533758,9244.0,21.487117384913457,93.29298072802312,55.769083626020176,91.74583249970624,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices.,Maintain current emission levels.
14470,Jaipur,2019-07-07,10.58,31.21,36.05,0.72,9.95,26.79,1.722,4.55,3.25,2433.0,86.96179432,38.93024593,59.67589557,13.87959131,13.43207046,4231.0,88.90962427162395,30.82611189026917,61.97174732601457,20.09019048803288,Reduce emissions from agriculture through better practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14471,Jaipur,2019-07-08,8.2,24.26,28.22,0.71,10.19,26.85,1.77,4.46,3.12,2145.0,91.64038438,23.56379008,48.02321518,1.88658624,1.211202041,3975.0,99.33608550547432,85.95949565705794,89.59483987688317,26.00261138432825,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14472,Jaipur,2019-07-09,7.4,16.32,21.02,0.69,9.76,25.67,1.817,4.89,3.43,4728.0,108.4363012,18.52668278,31.40812514,11.947937,5.120363605,6825.0,8.667856115083072,66.60117912761864,83.81604195635319,26.059406932186203,Consider stricter industrial emission regulations. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14473,Jaipur,2019-07-10,7.78,23.22,26.12,0.61,9.76,30.17,1.663,4.96,3.43,3187.0,56.53950291,26.30310102,36.86566471,11.46953108,1.979494054,8735.0,86.22516283024872,95.77704238917994,78.29785668983247,9.42972662500714,Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14474,Jaipur,2019-07-11,8.69,20.48,24.92,0.62,9.98,29.47,1.641,5.57,3.82,2626.0,90.6803687,17.74479098,43.96430571,9.992008745,3.957963942,6197.0,39.0515697684394,27.20741560234159,67.57242066107196,39.76879319588802,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14475,Jaipur,2019-07-12,7.84,18.96,23.18,0.59,10.2,30.56,2.015,5.42,4.04,4941.0,138.4938267,39.20997097,89.83533968,2.479265769,2.852421514,2151.0,52.40724465067044,26.96715016395256,61.838372198716165,36.26218269260335,High humidity could trap pollutants; recommend monitoring air quality. | Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14476,Jaipur,2019-07-13,6.31,18.84,21.36,0.63,9.5,33.44,1.759,4.72,3.3,1138.0,139.4704667,25.67463821,33.32245546,7.968912356,18.77037728,5391.0,91.48159757649807,70.42934486927267,92.246685681108,34.39616565347551,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14477,Jaipur,2019-07-14,6.09,16.03,20.4,0.53,10.53,32.96,1.872,4.77,3.36,1724.0,95.30358659,22.93808658,84.66438384,14.65635314,19.15030042,3272.0,97.33791957751173,92.84107740382764,19.2644187283847,34.89451018073905,High humidity could trap pollutants; recommend monitoring air quality. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14478,Jaipur,2019-07-15,6.96,17.61,22.24,0.68,11.22,27.63,1.96,5.02,3.62,4205.0,77.89729957,15.60421677,85.40552257,5.405529746,15.46243608,4686.0,26.216391040879937,82.45558247864346,19.272500418553307,6.207065093956565,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14479,Jaipur,2019-07-16,6.75,18.88,22.17,0.59,11.6,28.01,2.308,5.85,4.17,4410.0,62.11134826,33.95406659,40.35105221,4.775848204,16.91158711,5277.0,21.28507709599138,72.70395577933562,98.24695290855564,18.59752241520429,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14480,Jaipur,2019-07-17,7.04,19.2,22.08,0.63,10.37,27.16,2.33,6.5,5.19,4745.0,108.9228217,28.48881739,63.23166042,14.66282936,10.33368872,2439.0,8.051655859151186,38.73091980573883,55.31590329890295,29.59087475369221,Consider stricter industrial emission regulations. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14481,Jaipur,2019-07-18,6.97,24.28,26.31,0.7,10.15,25.25,2.36,5.88,4.51,2049.0,52.31979512,28.57024244,36.71732924,3.413615104,7.315765007,2358.0,56.1797852662138,71.7767334701974,48.337413363397474,88.89776814049904,Promote energy-efficient practices.,Maintain current emission levels.
14482,Jaipur,2019-07-19,6.1,22.09,23.66,0.63,9.0,32.9,3.323,4.9,3.33,4645.0,120.5909147,21.11737174,78.79400319,1.948549193,7.133340219,3025.0,1.3604395450668272,80.10955764308144,85.05953748261581,92.65293223511624,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
14483,Jaipur,2019-07-20,5.89,24.4,25.99,0.79,9.53,36.67,3.067,6.4,4.98,2005.0,72.59431859,30.78946756,84.63843125,6.771094253,6.00666229,8824.0,41.18982976099366,75.32856797906044,84.9767922783801,28.52094807809173,High humidity could trap pollutants; recommend monitoring air quality. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14484,Jaipur,2019-07-21,5.9,13.91,17.29,0.64,8.87,47.16,3.096,5.95,4.46,4930.0,89.66553551,23.56405537,40.78099845,2.984823931,7.642965338,2486.0,7.338401665200855,67.6810798286123,17.659801636940166,69.41588559262972,Promote energy-efficient practices.,Maintain current emission levels.
14485,Jaipur,2019-07-22,5.59,16.2,18.68,0.71,9.35,47.36,2.765,7.95,6.67,1875.0,82.55875149,16.55053549,39.15049958,2.216377407,3.783056891,5745.0,40.5225782929334,4.713125169070298,17.357230693315273,85.06221490679275,No immediate action required,Maintain current emission levels.
14486,Jaipur,2019-07-23,4.54,18.46,18.66,0.69,9.17,51.68,3.364,8.62,7.19,1167.0,112.0164811,25.69775737,67.48212217,2.206382682,16.37355679,8235.0,3.9932189265609264,65.97149331148087,79.52647650654089,50.61751753322253,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
14487,Jaipur,2019-07-24,6.77,21.43,23.03,0.64,8.1,37.06,2.601,5.3,3.76,2874.0,112.5830814,30.807113,50.52199618,4.686727997,6.53233191,8130.0,83.52172606087689,47.82946554829104,78.56324321494922,75.5543566940521,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices.,Maintain current emission levels.
14488,Jaipur,2019-07-25,5.3,19.92,20.97,0.71,8.02,35.23,3.709,4.95,3.25,4590.0,140.6113922,34.75711136,67.63254342,10.72855842,14.31583747,7273.0,20.973899393856588,96.15692715496856,22.51866876888058,97.5866798023912,Consider stricter industrial emission regulations. | Promote energy-efficient practices.,Maintain current emission levels.
14489,Jaipur,2019-07-26,9.36,21.42,26.0,0.76,8.6,19.22,3.955,4.94,3.27,1515.0,53.70191016,16.5168943,38.39269636,5.392939634,0.7150185706,2470.0,32.8308710357912,60.7189883377071,84.15101362431717,16.22141230365377,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14490,Jaipur,2019-07-27,9.81,26.29,32.51,0.75,8.92,15.36,4.193,4.68,3.05,835.0,61.50617262,38.16280623,83.8414687,10.17837932,6.263659732,5778.0,87.0047996606392,60.82272562352993,48.005113030337895,7.0419015967464365,High humidity could trap pollutants; recommend monitoring air quality. | Reduce emissions from agriculture through better practices. | Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14524,Jaipur,2019-08-30,8.99,24.11,27.99,0.66,10.29,30.07,0.125,0.0,0.0,3098.0,122.7957797,19.2187705,43.37467816,12.06023098,19.50615376,8709.0,49.60298942535443,18.530579600981067,81.07317201521079,66.37622940198081,Consider stricter industrial emission regulations.,Maintain current emission levels.
14525,Jaipur,2019-08-31,12.03,34.71,37.66,0.8,10.7,32.86,0.125,0.0,0.0,1853.0,65.60567236,33.70271941,30.0754749,0.9034413871,1.983306034,6636.0,34.77397822959257,4.979042292160396,73.4400950088024,12.00950538728902,Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14526,Jaipur,2019-09-01,10.83,30.08,36.69,0.68,10.36,26.63,0.121,0.0,0.0,2535.0,76.64770729,30.16914097,73.17064142,13.57784028,13.34185984,6204.0,39.98586951372155,82.48968072087993,68.8226878807732,28.80741652579896,Promote energy-efficient practices. | Encourage the use of public transportation to reduce emissions.,Maintain current emission levels.
14527,Jaipur,2019-09-02,9.96,32.41,33.03,0.73,12.69,30.47,0.114,0.0,0.0,3380.0,74.98484063,20.22182612,61.41085625,14.56049781,10.66236171,3397.0,36.080682624575125,32.54003827236257,80.70924917005361,80.97842342503301,No immediate action required,Maintain current emission levels.
14528,Jaipur,2019-09-03,11.97,37.61,41.12,0.82,11.02,30.72,0.11,0.0,0.0,1179.0,109.6412279,25.09303811,40.25663714,8.287594051,16.47275873,1726.0,82.63592101750041,10.852240356009702,86.17295085551076,63.53839628297617,Consider stricter industrial emission regulations. | Reduce emissions from agriculture through better practices.,Maintain current emission levels.
14529,Jaipur,2019-09-04,12.16,30.07,33.99,0.89,11.16,25.37,0.106,0.0,0.0,986.0,57.30594452,28.40737367,33.76037433,13.79080726,0.7889628166,3781.0,45.21390551224474,83.39039508622253,81.91114648414603,62.18567569964617,Promote energy-efficient practices.,Maintain current emission levels.
